,An.Dirus.M,An.Minimus.M,Cx.Quin.M,An.Dirus.F,An.Minimus.F,Cx.Quin.F,time(s)
162,0.37801886,0.02047105,0.012726129,0.16909952,0.16525857,0.082208015,162
163,0.7961267,0.013521999,0.016456014,0.09140464,0.05542358,0.03711698,163
164,0.09770218,0.013052511,0.08420906,0.4798252,0.30709717,0.047640372,164
165,0.10986291,0.062235672,0.029351931,0.07374416,0.14397618,0.024046795,165
166,0.2525796,0.28838894,0.01720181,0.056198776,0.022954164,0.011112871,166
167,0.05948876,0.025140002,0.0074751526,0.010627147,0.035640232,0.0051301424,167
168,0.029919202,0.0072572418,0.0143730445,0.14522988,0.07720667,0.005328097,168
169,0.042266723,0.0021508348,0.007089447,0.019845739,0.019307094,0.002836538,169
170,0.14596073,0.08663639,0.026041932,0.01457427,0.05440069,0.030798959,170
171,0.316394,0.06400192,0.0035348916,0.04264533,0.028225206,0.022243664,171
172,0.6934375,0.0039590476,0.017714148,0.029575499,0.006635271,0.087567285,172
173,0.39626682,0.009373279,0.04618659,0.6181601,0.092233524,0.003894364,173
174,0.038360566,0.045099795,0.028347436,0.66011447,0.15763776,0.004004749,174
175,0.056845717,0.010262905,0.0037190982,0.04464502,0.04814809,0.010588882,175
176,0.5687473,0.08526004,0.05844656,0.011843485,0.012249414,0.042723384,176
177,0.96004796,0.029609803,0.0508942,0.012502167,0.014518603,0.052623305,177
178,0.0044663656,0.00186583,0.006435913,0.09707218,0.019113136,0.0053173327,178
179,0.007927652,0.008647628,0.0035692218,0.021073453,0.013977434,0.010594585,179
180,0.9106403,0.022526892,0.052778732,0.015527778,0.05292665,0.07245072,180
181,0.46856046,0.15693364,0.020410853,0.12159596,0.29094326,0.021171685,181
182,0.089108564,0.15933539,0.021058515,0.16745207,0.49573675,0.007442978,182
183,0.022503939,0.07398572,0.013303517,0.2811234,0.26029673,0.0051825293,183
184,0.034930907,0.03974793,0.024813326,0.3296806,0.041934375,0.007033582,184
185,0.12369976,0.012294376,0.028279698,0.025827007,0.06408925,0.026442135,185
186,0.17595203,0.05311077,0.02646242,0.02183432,0.082450785,0.07598336,186
187,0.81662524,0.022660755,0.025476689,0.12805517,0.04670917,0.07507421,187
188,0.57163155,0.0091187665,0.023634844,0.079837345,0.01891917,0.027622458,188
189,0.009033665,0.01567463,0.040511314,0.1919603,0.10697761,0.01090567,189
190,0.79774797,0.0102986,0.0688567,0.08836591,0.00939575,0.041849896,190
191,0.07142086,0.01319928,0.0057201437,0.14571808,0.0072993566,0.035323266,191
192,0.1290949,0.005786226,0.015432165,0.14310259,0.0096738385,0.018326549,192
193,0.05101734,0.068764456,0.0074475487,0.0147067765,0.008493587,0.028986093,193
194,0.03793953,0.022265166,0.0142523805,0.08467243,0.027577844,0.014815876,194
